SPOTINSTANCEPRICE	0.058000	2011-04-15T07:24:36-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.060000	2011-04-15T09:08:34-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.063000	2011-04-15T09:32:06-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-15T13:18:22-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.061000	2011-04-15T15:36:26-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.062000	2011-04-15T18:37:53-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-15T20:40:20-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.060000	2011-04-16T00:20:09-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.059000	2011-04-16T01:57:14-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.063000	2011-04-16T07:01:47-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.060000	2011-04-16T08:47:14-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.059000	2011-04-16T13:21:27-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.062000	2011-04-17T05:03:50-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.057000	2011-04-17T07:01:00-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.061000	2011-04-17T07:58:23-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.063000	2011-04-17T08:41:51-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.057000	2011-04-17T10:04:14-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.062000	2011-04-17T10:19:23-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-17T11:17:02-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.060000	2011-04-17T11:38:58-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-17T13:51:51-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.063000	2011-04-17T16:13:07-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-17T18:30:07-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.060000	2011-04-17T21:23:20-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.063000	2011-04-17T23:12:36-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.061000	2011-04-17T23:50:18-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-18T02:01:29-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.062000	2011-04-18T05:03:39-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.063000	2011-04-18T10:27:21-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.062000	2011-04-18T10:48:54-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-18T11:09:38-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.062000	2011-04-18T12:29:44-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.061000	2011-04-18T13:30:50-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.057000	2011-04-18T14:06:45-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-18T15:44:39-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.063000	2011-04-18T17:07:16-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.060000	2011-04-18T18:54:05-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.062000	2011-04-18T19:18:13-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-18T19:49:40-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.062000	2011-04-18T21:08:43-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.060000	2011-04-18T23:02:38-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.057000	2011-04-18T23:23:06-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.062000	2011-04-19T01:04:28-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.060000	2011-04-19T02:42:57-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.057000	2011-04-19T02:53:38-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.059000	2011-04-19T03:11:24-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.057000	2011-04-19T06:59:31-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.058000	2011-04-19T07:13:01-0700	c1.medium	Linux/UNIX
SPOTINSTANCEPRICE	0.061000	2011-04-19T07:35:37-0700	c1.medium	Linux/UNIX
