SPOTINSTANCEPRICE	0.060000	2011-07-11T04:39:57-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.060000	2011-07-11T07:10:23-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T09:58:16-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-11T10:24:06-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.057000	2011-07-11T11:07:06-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T11:13:39-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.062000	2011-07-11T11:38:04-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T11:44:28-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.062000	2011-07-11T12:13:47-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.060000	2011-07-11T12:20:05-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.059000	2011-07-11T12:41:38-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.060000	2011-07-11T12:48:03-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.061000	2011-07-11T13:02:43-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-11T13:09:20-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.059000	2011-07-11T15:47:10-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-11T15:53:22-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.061000	2011-07-11T16:43:55-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-11T16:49:02-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.059000	2011-07-11T16:58:29-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T17:04:59-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.058000	2011-07-11T17:22:59-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T17:29:34-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.061000	2011-07-11T17:47:46-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-11T17:54:31-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.062000	2011-07-11T18:11:19-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.060000	2011-07-11T18:18:08-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.059000	2011-07-11T18:32:47-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T18:39:19-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.058000	2011-07-11T19:39:02-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.060000	2011-07-11T19:45:12-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.062000	2011-07-11T19:57:02-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T20:03:36-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.059000	2011-07-11T20:19:49-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T20:26:25-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.058000	2011-07-11T20:32:52-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T20:42:30-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.057000	2011-07-11T21:28:05-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.060000	2011-07-11T21:34:30-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.058000	2011-07-11T21:45:30-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.060000	2011-07-11T21:51:56-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.061000	2011-07-11T21:58:26-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.060000	2011-07-11T22:05:02-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.061000	2011-07-11T22:45:10-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-11T22:51:42-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.059000	2011-07-11T23:01:24-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-11T23:07:58-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.059000	2011-07-12T00:05:56-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-12T00:10:58-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.058000	2011-07-12T01:19:29-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.060000	2011-07-12T01:25:44-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.058000	2011-07-12T02:08:09-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-12T02:14:27-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.058000	2011-07-12T02:20:59-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.060000	2011-07-12T02:27:09-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.061000	2011-07-12T02:54:31-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-12T02:59:34-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.061000	2011-07-12T03:09:10-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.060000	2011-07-12T03:15:36-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.059000	2011-07-12T03:35:22-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-12T03:41:58-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.061000	2011-07-12T05:30:10-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-12T05:36:51-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.058000	2011-07-12T06:27:55-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-12T06:34:29-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.061000	2011-07-12T08:29:08-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-12T08:35:41-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.061000	2011-07-12T08:43:46-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.060000	2011-07-12T08:51:41-0800	c1.medium	Linux/UNIX	us-east-1a
SPOTINSTANCEPRICE	0.062000	2011-07-12T09:16:31-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.060000	2011-07-12T09:22:59-0800	c1.medium	Linux/UNIX	us-east-1b
SPOTINSTANCEPRICE	0.059000	2011-07-12T09:35:54-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.061000	2011-07-12T09:35:54-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-12T09:42:31-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.060000	2011-07-12T09:42:31-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.061000	2011-07-12T11:53:18-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.060000	2011-07-12T11:58:22-0800	c1.medium	Linux/UNIX	us-east-1c
SPOTINSTANCEPRICE	0.057000	2011-07-12T13:05:25-0800	c1.medium	Linux/UNIX	us-east-1d
SPOTINSTANCEPRICE	0.060000	2011-07-12T13:10:31-0800	c1.medium	Linux/UNIX	us-east-1d
